category_id,category_en,category_cn,parent_id,level,product_count
2229202051,ファッション,时尚,,L1,64196769
3828871,ホーム＆キッチン,家居厨房,,L1,59417531
2017304051,車＆バイク,汽车摩托车,,L1,27647000
2016929051,DIY・工具・ガーデン,DIY工具及花园,,L1,25695165
3210981,家電＆カメラ,家电相机,,L1,24994539
52033011,洋書,外文图书,,L1,24851079
14304371,スポーツ＆アウトドア,运动户外,,L1,13839084
2277721051,ホビー,兴趣爱好,,L1,12629384
3445393051,産業・研究開発用品,工业研发用品,,L1,10439231
86731051,文房具・オフィス用品,文具办公用品,,L1,10263287
13299531,おもちゃ,玩具,,L1,9970637
465392,本,图书,,L1,8611836
2127209051,パソコン・周辺機器,电脑及外设,,L1,7139772
2127212051,ペット用品,宠物用品,,L1,5063583
52374051,ビューティー,美妆,,L1,4863516
2128134051,デジタルミュージック,数字音乐,,L1,4239849
561956,ミュージック,音乐,,L1,3810441
160384011,ドラッグストア,日用品店,,L1,3653573
2123629051,楽器・音響機器,乐器及音响,,L1,2561765
57239051,食品・飲料・お酒,食品饮料酒类,,L1,2293379
344845011,ベビー＆マタニティ,母婴用品,,L1,1631102
561958,DVD,DVD,,L1,1618258
2250738051,Kindleストア,Kindle 商店,,L1,898287
2351649051,Prime Video,Prime Video,,L1,703534
2381130051,アプリ＆ゲーム,应用及游戏,,L1,603156
637394,ゲーム,游戏,,L1,526989
2277724051,大型家電,大型家电,,L1,451987
637392,PCソフト,PC软件,,L1,144170
7471077051,Audible オーディオブック,有声书,,L1,100660
4788676051,Alexaスキル,Alexa 技能,,L1,3979
4976279051,Amazonデバイス・アクセサリ,Amazon 设备及配件,,L1,3403
2320455051,ファイナンス,金融,,L1,51
